"county","cz","czname"
19165,27503,"Atlantic"
19009,27503,"Atlantic"
19029,27503,"Atlantic"
21053,4602,"Somerset"
21231,4602,"Somerset"
21199,4602,"Somerset"
21147,4602,"Somerset"
47151,4602,"Somerset"
48345,30907,"Matador"
8099,28502,"Pueblo"
8101,28502,"Pueblo"
8025,28502,"Pueblo"
8089,28502,"Pueblo"
8011,28502,"Pueblo"
20005,29501,"Leavenworth"
20103,29501,"Leavenworth"
13115,6600,"Rome"
13233,6600,"Rome"
1019,6600,"Rome"
13129,6600,"Rome"
13015,6600,"Rome"
13213,6600,"Rome"
13055,6600,"Rome"
13313,6600,"Rome"
38001,26404,"Lemmon"
46105,26404,"Lemmon"
38041,26404,"Lemmon"
51001,19903,"Chincoteague"
51131,19903,"Chincoteague"
55067,22602,"Shawano"
55115,22602,"Shawano"
55078,22602,"Shawano"
25003,20902,"Pittsfield"
50003,20902,"Pittsfield"
54011,17100,"Huntington"
39087,17100,"Huntington"
21063,17100,"Huntington"
21089,17100,"Huntington"
21043,17100,"Huntington"
21205,17100,"Huntington"
21019,17100,"Huntington"
54099,17100,"Huntington"
35055,34802,"Santa Fe"
35028,34802,"Santa Fe"
35039,34802,"Santa Fe"
35049,34802,"Santa Fe"
29123,24600,"Farmington"
29093,24600,"Farmington"
29221,24600,"Farmington"
29186,24600,"Farmington"
29157,24600,"Farmington"
29187,24600,"Farmington"
1081,9800,"Auburn"
1011,9800,"Auburn"
1087,9800,"Auburn"
16045,35801,"Boise City"
16039,35801,"Boise City"
16001,35801,"Boise City"
16015,35801,"Boise City"
16073,35801,"Boise City"
16027,35801,"Boise City"
22019,3700,"Lake Charles"
22053,3700,"Lake Charles"
22115,3700,"Lake Charles"
22023,3700,"Lake Charles"
22003,3700,"Lake Charles"
22011,3700,"Lake Charles"
6027,37903,"Mammoth Lakes"
6051,37903,"Mammoth Lakes"
13017,8501,"Fitzgerald"
13155,8501,"Fitzgerald"
41029,36800,"Medford"
41033,36800,"Medford"
1027,9500,"Talladega"
1037,9500,"Talladega"
1121,9500,"Talladega"
1123,9500,"Talladega"
17113,23400,"Bloomington"
17039,23400,"Bloomington"
17105,23400,"Bloomington"
22043,3600,"Alexandria"
22079,3600,"Alexandria"
22009,3600,"Alexandria"
17159,14801,"Olney"
17193,14801,"Olney"
17191,14801,"Olney"
17047,14801,"Olney"
39009,15800,"Athens"
39105,15800,"Athens"
54053,15800,"Athens"
39053,15800,"Athens"
20123,29103,"Beloit"
20141,29103,"Beloit"
51085,2400,"Richmond"
51097,2400,"Richmond"
51760,2400,"Richmond"
51145,2400,"Richmond"
51075,2400,"Richmond"
51101,2400,"Richmond"
51087,2400,"Richmond"
51127,2400,"Richmond"
51036,2400,"Richmond"
51183,2400,"Richmond"
51670,2400,"Richmond"
51053,2400,"Richmond"
51007,2400,"Richmond"
51730,2400,"Richmond"
51041,2400,"Richmond"
51149,2400,"Richmond"
51570,2400,"Richmond"
48309,32801,"Waco"
48145,32801,"Waco"
48217,32801,"Waco"
48035,32801,"Waco"
54061,16702,"Morgantown"
54077,16702,"Morgantown"
54033,16702,"Morgantown"
54017,16702,"Morgantown"
54049,16702,"Morgantown"
54091,16702,"Morgantown"
42109,18700,"Sunbury"
42097,18700,"Sunbury"
42093,18700,"Sunbury"
42119,18700,"Sunbury"
1091,10802,"Demopolis"
1063,10802,"Demopolis"
1119,10802,"Demopolis"
1023,10802,"Demopolis"
5001,4301,"Stuttgart"
5095,4301,"Stuttgart"
5117,4301,"Stuttgart"
8017,28504,"Burlington"
8063,28504,"Burlington"
8061,28504,"Burlington"
5037,5300,"West Memphis"
5107,5300,"West Memphis"
5123,5300,"West Memphis"
5077,5300,"West Memphis"
5035,5300,"West Memphis"
18115,12800,"Washington"
18031,12800,"Washington"
18137,12800,"Washington"
18047,12800,"Washington"
18155,12800,"Washington"
18029,12800,"Washington"
48433,32503,"Haskell"
48275,32503,"Haskell"
48207,32503,"Haskell"
48125,32503,"Haskell"
48269,32503,"Haskell"
22107,3202,"Natchez"
28037,3202,"Natchez"
28001,3202,"Natchez"
22029,3202,"Natchez"
29163,25000,"Quincy"
17001,25000,"Quincy"
29173,25000,"Quincy"
29127,25000,"Quincy"
17149,25000,"Quincy"
29111,25000,"Quincy"
16021,34501,"Bonners Ferry"
26151,11600,"Detroit"
26163,11600,"Detroit"
26087,11600,"Detroit"
26155,11600,"Detroit"
26147,11600,"Detroit"
26093,11600,"Detroit"
26161,11600,"Detroit"
26049,11600,"Detroit"
26099,11600,"Detroit"
26125,11600,"Detroit"
53073,39302,"Bellingham"
4017,35500,"Gallup"
35031,35500,"Gallup"
4001,35500,"Gallup"
55129,21101,"Rice Lake"
55113,21101,"Rice Lake"
55005,21101,"Rice Lake"
55107,21101,"Rice Lake"
48335,32403,"Snyder"
48415,32403,"Snyder"
48263,32403,"Snyder"
28051,3001,"Kosciusko"
28007,3001,"Kosciusko"
19031,22100,"Iowa City"
19103,22100,"Iowa City"
19115,22100,"Iowa City"
19139,22100,"Iowa City"
19183,22100,"Iowa City"
27121,26901,"Fergus Falls"
27111,26901,"Fergus Falls"
27051,26901,"Fergus Falls"
27149,26901,"Fergus Falls"
27041,26901,"Fergus Falls"
39047,12502,"Washington Court House"
39071,12502,"Washington Court House"
39027,12502,"Washington Court House"
23029,20002,"Calais"
39069,13501,"Toledo"
39051,13501,"Toledo"
39123,13501,"Toledo"
39095,13501,"Toledo"
26115,13501,"Toledo"
39173,13501,"Toledo"
55003,21001,"Ashland"
55007,21001,"Ashland"
55099,21001,"Ashland"
18007,14500,"Lafayette"
18171,14500,"Lafayette"
18157,14500,"Lafayette"
18015,14500,"Lafayette"
18023,14500,"Lafayette"
18045,14500,"Lafayette"
17183,14500,"Lafayette"
18181,14500,"Lafayette"
48403,32202,"Nacogdoches"
48347,32202,"Nacogdoches"
48419,32202,"Nacogdoches"
48405,32202,"Nacogdoches"
45089,1302,"Florence"
45031,1302,"Florence"
45041,1302,"Florence"
45067,1302,"Florence"
45051,1302,"Florence"
45033,1302,"Florence"
45043,1302,"Florence"
26033,11403,"Sault Ste. Marie"
26095,11403,"Sault Ste. Marie"
26097,11403,"Sault Ste. Marie"
47097,4902,"Dyersburg"
47095,4902,"Dyersburg"
47075,4902,"Dyersburg"
47045,4902,"Dyersburg"
37027,1100,"Hickory"
37003,1100,"Hickory"
37097,1100,"Hickory"
37035,1100,"Hickory"
39063,13300,"Findlay"
39143,13300,"Findlay"
39065,13300,"Findlay"
39147,13300,"Findlay"
39175,13300,"Findlay"
25015,20800,"Springfield"
25013,20800,"Springfield"
25011,20800,"Springfield"
20113,29302,"Newton"
20115,29302,"Newton"
20079,29302,"Newton"
38089,26410,"Dickinson"
38007,26410,"Dickinson"
38025,26410,"Dickinson"
2261,34103,"Valdez"
54047,11202,"Welch"
54109,11202,"Welch"
12095,7400,"Orlando"
12069,7400,"Orlando"
12119,7400,"Orlando"
12117,7400,"Orlando"
12097,7400,"Orlando"
20129,31006,"Guymon"
48421,31006,"Guymon"
40139,31006,"Guymon"
40025,31006,"Guymon"
21177,13200,"Owensboro"
21091,13200,"Owensboro"
21059,13200,"Owensboro"
21031,13200,"Owensboro"
21183,13200,"Owensboro"
21149,13200,"Owensboro"
27047,21702,"Austin"
27099,21702,"Austin"
46099,26503,"Sioux Falls"
46087,26503,"Sioux Falls"
46027,26503,"Sioux Falls"
46125,26503,"Sioux Falls"
46083,26503,"Sioux Falls"
20201,29202,"Marysville"
20117,29202,"Marysville"
17057,23700,"Galesburg"
17109,23700,"Galesburg"
17187,23700,"Galesburg"
17095,23700,"Galesburg"
21229,13103,"Bardstown"
21155,13103,"Bardstown"
21179,13103,"Bardstown"
13013,9301,"Winder"
13059,9301,"Winder"
13221,9301,"Winder"
13219,9301,"Winder"
13195,9301,"Winder"
31017,27003,"Ainsworth"
31103,27003,"Ainsworth"
31149,27003,"Ainsworth"
31039,28002,"West Point"
31173,28002,"West Point"
31021,28002,"West Point"
55093,21501,"Minneapolis"
27171,21501,"Minneapolis"
27139,21501,"Minneapolis"
27025,21501,"Minneapolis"
27037,21501,"Minneapolis"
27003,21501,"Minneapolis"
27123,21501,"Minneapolis"
27059,21501,"Minneapolis"
27163,21501,"Minneapolis"
27053,21501,"Minneapolis"
55109,21501,"Minneapolis"
27019,21501,"Minneapolis"
22105,3500,"Baton Rouge"
22037,3500,"Baton Rouge"
22047,3500,"Baton Rouge"
22077,3500,"Baton Rouge"
22033,3500,"Baton Rouge"
22091,3500,"Baton Rouge"
22125,3500,"Baton Rouge"
22063,3500,"Baton Rouge"
22121,3500,"Baton Rouge"
22005,3500,"Baton Rouge"
20151,29001,"Pratt"
20007,29001,"Pratt"
20097,29001,"Pratt"
55047,22500,"Oshkosh"
55137,22500,"Oshkosh"
55135,22500,"Oshkosh"
55039,22500,"Oshkosh"
55087,22500,"Oshkosh"
55015,22500,"Oshkosh"
55139,22500,"Oshkosh"
45035,8202,"Charleston"
45015,8202,"Charleston"
45019,8202,"Charleston"
45029,8202,"Charleston"
37037,1701,"Raleigh"
37069,1701,"Raleigh"
37063,1701,"Raleigh"
37145,1701,"Raleigh"
37077,1701,"Raleigh"
37135,1701,"Raleigh"
37085,1701,"Raleigh"
37105,1701,"Raleigh"
37101,1701,"Raleigh"
37183,1701,"Raleigh"
31099,28608,"Kearney"
31163,28608,"Kearney"
31061,28608,"Kearney"
31019,28608,"Kearney"
53007,38502,"Wenatchee"
53017,38502,"Wenatchee"
28109,2700,"Gulfport"
28131,2700,"Gulfport"
28039,2700,"Gulfport"
28041,2700,"Gulfport"
28045,2700,"Gulfport"
28047,2700,"Gulfport"
28059,2700,"Gulfport"
25019,20402,"Nantucket"
51775,16600,"Roanoke"
51121,16600,"Roanoke"
51063,16600,"Roanoke"
51045,16600,"Roanoke"
51770,16600,"Roanoke"
51750,16600,"Roanoke"
51067,16600,"Roanoke"
51071,16600,"Roanoke"
51161,16600,"Roanoke"
54063,16600,"Roanoke"
51155,16600,"Roanoke"
51023,16600,"Roanoke"
49033,36404,"Rock Springs"
56023,36404,"Rock Springs"
56041,36404,"Rock Springs"
56037,36404,"Rock Springs"
49009,36404,"Rock Springs"
56035,36404,"Rock Springs"
55117,22400,"Sheboygan"
55071,22400,"Sheboygan"
48017,30902,"Littlefield"
48279,30902,"Littlefield"
48069,30902,"Littlefield"
53069,38700,"Longview"
41007,38700,"Longview"
53049,38700,"Longview"
53027,38700,"Longview"
53015,38700,"Longview"
16057,38402,"Pullman"
53075,38402,"Pullman"
4019,35100,"Tucson"
4003,35100,"Tucson"
4023,35100,"Tucson"
54027,17502,"Winchester"
51840,17502,"Winchester"
51043,17502,"Winchester"
51069,17502,"Winchester"
48027,32900,"Killeen"
48099,32900,"Killeen"
48281,32900,"Killeen"
48215,31600,"Brownsville"
48489,31600,"Brownsville"
48427,31600,"Brownsville"
48061,31600,"Brownsville"
17025,23302,"Douglas"
17049,23302,"Douglas"
17033,23302,"Douglas"
17051,23302,"Douglas"
17079,23302,"Douglas"
37169,401,"Winston-Salem"
37067,401,"Winston-Salem"
37197,401,"Winston-Salem"
37059,401,"Winston-Salem"
37171,401,"Winston-Salem"
34025,19500,"Toms River"
34029,19500,"Toms River"
46013,26605,"Aberdeen"
46045,26605,"Aberdeen"
46115,26605,"Aberdeen"
46049,26605,"Aberdeen"
46089,26605,"Aberdeen"
48203,33400,"Longview"
48401,33400,"Longview"
48315,33400,"Longview"
48183,33400,"Longview"
48459,33400,"Longview"
48365,33400,"Longview"
2188,34105,"Kotzebue"
46075,27604,"Murdo"
19045,23802,"Clinton"
19097,23802,"Clinton"
20147,28603,"Phillipsburg"
20183,28603,"Phillipsburg"
17009,24801,"Jacksonville"
17171,24801,"Jacksonville"
17169,24801,"Jacksonville"
17061,24801,"Jacksonville"
17017,24801,"Jacksonville"
17137,24801,"Jacksonville"
36089,18300,"Watertown"
36045,18300,"Watertown"
36049,18300,"Watertown"
29131,29602,"Eldon"
29141,29602,"Eldon"
29029,29602,"Eldon"
5093,25800,"Blytheville"
29069,25800,"Blytheville"
29155,25800,"Blytheville"
13251,8702,"Statesboro"
13043,8702,"Statesboro"
13031,8702,"Statesboro"
13107,8702,"Statesboro"
13165,8702,"Statesboro"
35013,30601,"El Paso"
48229,30601,"El Paso"
48141,30601,"El Paso"
13145,9701,"Columbus"
13199,9701,"Columbus"
13053,9701,"Columbus"
13215,9701,"Columbus"
13263,9701,"Columbus"
1113,9701,"Columbus"
1009,10700,"Birmingham"
1115,10700,"Birmingham"
1043,10700,"Birmingham"
1117,10700,"Birmingham"
1073,10700,"Birmingham"
1021,10700,"Birmingham"
38099,26702,"Grafton"
38019,26702,"Grafton"
38067,26702,"Grafton"
27069,26702,"Grafton"
48247,31503,"Laredo"
48479,31503,"Laredo"
48505,31503,"Laredo"
13025,8602,"Brunswick"
13191,8602,"Brunswick"
13127,8602,"Brunswick"
31007,27701,"Scottsbluff"
31157,27701,"Scottsbluff"
31045,27701,"Scottsbluff"
31013,27701,"Scottsbluff"
31165,27701,"Scottsbluff"
31123,27701,"Scottsbluff"
28151,4800,"Greenville"
28055,4800,"Greenville"
28011,4800,"Greenville"
28125,4800,"Greenville"
28133,4800,"Greenville"
41057,38902,"Newport"
41041,38902,"Newport"
2016,34114,"Unalaska"
5019,34001,"Hot Springs"
5051,34001,"Hot Springs"
5059,34001,"Hot Springs"
5097,34001,"Hot Springs"
5061,34001,"Hot Springs"
5099,34001,"Hot Springs"
5109,34001,"Hot Springs"
5057,34001,"Hot Springs"
41027,38802,"The Dalles"
41065,38802,"The Dalles"
53039,38802,"The Dalles"
41055,38802,"The Dalles"
48211,30904,"Pampa"
48065,30904,"Pampa"
48179,30904,"Pampa"
48233,30904,"Pampa"
48393,30904,"Pampa"
48083,32701,"Brownwood"
48333,32701,"Brownwood"
48049,32701,"Brownwood"
48411,32701,"Brownwood"
12067,7700,"Lake City"
12047,7700,"Lake City"
12023,7700,"Lake City"
12121,7700,"Lake City"
12123,7700,"Lake City"
12079,7700,"Lake City"
21035,25402,"Murray"
27001,21600,"Brainerd"
27061,21600,"Brainerd"
27021,21600,"Brainerd"
27035,21600,"Brainerd"
30011,26401,"Ekalaka"
46063,26401,"Ekalaka"
26105,12002,"Ludington"
26101,12002,"Ludington"
49015,35902,"Price"
49007,35902,"Price"
49039,35902,"Price"
6015,36901,"Crescent City"
41015,36901,"Crescent City"
18065,14000,"Muncie"
18135,14000,"Muncie"
18053,14000,"Muncie"
18035,14000,"Muncie"
18095,14000,"Muncie"
18009,14000,"Muncie"
21151,4402,"Richmond"
21065,4402,"Richmond"
21109,4402,"Richmond"
21203,4402,"Richmond"
22085,4004,"Many"
31101,28302,"Ogallala"
8115,28302,"Ogallala"
31049,28302,"Ogallala"
31135,28302,"Ogallala"
21003,5401,"Bowling Green"
21061,5401,"Bowling Green"
21141,5401,"Bowling Green"
21227,5401,"Bowling Green"
21213,5401,"Bowling Green"
16053,35701,"Twin Falls"
16013,35701,"Twin Falls"
16083,35701,"Twin Falls"
16047,35701,"Twin Falls"
16063,35701,"Twin Falls"
16025,35701,"Twin Falls"
6105,36700,"Eureka"
6023,36700,"Eureka"
29041,26103,"Brookfield"
29115,26103,"Brookfield"
40141,33603,"Frederick"
27133,27102,"Marshall"
27083,27102,"Marshall"
27081,27102,"Marshall"
27117,27102,"Marshall"
56007,34602,"Rawlins"
31109,28101,"Lincoln"
31095,28101,"Lincoln"
31151,28101,"Lincoln"
31067,28101,"Lincoln"
31159,28101,"Lincoln"
38035,26704,"Grand Forks"
38097,26704,"Grand Forks"
38091,26704,"Grand Forks"
27119,26704,"Grand Forks"
27129,21202,"Redwood Falls"
27127,21202,"Redwood Falls"
27031,26003,"West Cook UT"
39145,15700,"Scioto"
39163,15700,"Scioto"
39131,15700,"Scioto"
39079,15700,"Scioto"
39141,15700,"Scioto"
19061,23200,"Dubuque"
19043,23200,"Dubuque"
17085,23200,"Dubuque"
19055,23200,"Dubuque"
19005,23200,"Dubuque"
51009,2300,"Lynchburg"
51019,2300,"Lynchburg"
51011,2300,"Lynchburg"
51031,2300,"Lynchburg"
51680,2300,"Lynchburg"
41037,36503,"Lakeview"
29119,30300,"Fayetteville"
5143,30300,"Fayetteville"
40041,30300,"Fayetteville"
5007,30300,"Fayetteville"
5087,30300,"Fayetteville"
45081,8100,"Columbia"
45071,8100,"Columbia"
45063,8100,"Columbia"
45075,8100,"Columbia"
45039,8100,"Columbia"
45079,8100,"Columbia"
45017,8100,"Columbia"
37113,1201,"Franklin"
13241,1201,"Franklin"
29153,25101,"Mountain Home"
5005,25101,"Mountain Home"
5089,25101,"Mountain Home"
51111,2200,"South Boston"
51037,2200,"South Boston"
51049,2200,"South Boston"
51083,2200,"South Boston"
51135,2200,"South Boston"
51147,2200,"South Boston"
51025,2200,"South Boston"
51117,2200,"South Boston"
16037,36302,"Salmon"
16059,36302,"Salmon"
49041,35904,"Richfield"
49017,35904,"Richfield"
49031,35904,"Richfield"
20099,29403,"Bartlesville"
40147,29403,"Bartlesville"
20133,29403,"Bartlesville"
20205,29403,"Bartlesville"
20125,29403,"Bartlesville"
40105,29403,"Bartlesville"
30027,34204,"Lewistown"
30069,34204,"Lewistown"
40131,30402,"Tulsa"
40097,30402,"Tulsa"
40071,30402,"Tulsa"
40037,30402,"Tulsa"
40145,30402,"Tulsa"
40035,30402,"Tulsa"
40113,30402,"Tulsa"
40117,30402,"Tulsa"
40143,30402,"Tulsa"
46119,27011,"Pierre"
46117,27011,"Pierre"
46065,27011,"Pierre"
28085,3102,"Brookhaven"
28077,3102,"Brookhaven"
48103,31401,"Midland"
48461,31401,"Midland"
48317,31401,"Midland"
48003,31401,"Midland"
48329,31401,"Midland"
48135,31401,"Midland"
17005,24900,"Edwardsville"
17083,24900,"Edwardsville"
17135,24900,"Edwardsville"
17013,24900,"Edwardsville"
17119,24900,"Edwardsville"
17117,24900,"Edwardsville"
5003,4101,"Crossett"
31005,28304,"Valentine"
31075,28304,"Valentine"
31091,28304,"Valentine"
31031,28304,"Valentine"
26075,11500,"Jackson"
26059,11500,"Jackson"
26091,11500,"Jackson"
42025,19000,"Allentown"
42077,19000,"Allentown"
42095,19000,"Allentown"
48319,31304,"Mason"
29211,26105,"Polk"
29171,26105,"Polk"
51820,17300,"Staunton"
51580,17300,"Staunton"
51005,17300,"Staunton"
51530,17300,"Staunton"
51017,17300,"Staunton"
51015,17300,"Staunton"
51678,17300,"Staunton"
51790,17300,"Staunton"
51163,17300,"Staunton"
51125,17300,"Staunton"
51091,17300,"Staunton"
48327,32303,"Junction"
48267,32303,"Junction"
37017,1500,"Wilmington"
37129,1500,"Wilmington"
37141,1500,"Wilmington"
37019,1500,"Wilmington"
37047,1500,"Wilmington"
32001,37604,"Reno"
32510,37604,"Reno"
32019,37604,"Reno"
32031,37604,"Reno"
32029,37604,"Reno"
46073,27007,"Huron"
46005,27007,"Huron"
51057,11303,"Colonial Beach"
51133,11303,"Colonial Beach"
51193,11303,"Colonial Beach"
51103,11303,"Colonial Beach"
51159,11303,"Colonial Beach"
20159,29005,"Hutchinson"
20053,29005,"Hutchinson"
20155,29005,"Hutchinson"
13273,10200,"Albany"
13095,10200,"Albany"
13321,10200,"Albany"
13007,10200,"Albany"
13205,10200,"Albany"
13177,10200,"Albany"
26047,12302,"Petoskey"
26031,12302,"Petoskey"
26029,12302,"Petoskey"
12129,9900,"Tallahassee"
12013,9900,"Tallahassee"
12065,9900,"Tallahassee"
12059,9900,"Tallahassee"
12063,9900,"Tallahassee"
12133,9900,"Tallahassee"
12077,9900,"Tallahassee"
12039,9900,"Tallahassee"
12073,9900,"Tallahassee"
38037,26202,"East Grant UT"
20071,31003,"Scott City"
20171,31003,"Scott City"
20203,31003,"Scott City"
19119,27201,"Sioux Center"
19141,27201,"Sioux Center"
19167,27201,"Sioux Center"
33005,20700,"Keene"
50025,20700,"Keene"
15003,34701,"Honolulu"
6111,38300,"Los Angeles"
6037,38300,"Los Angeles"
6071,38300,"Los Angeles"
6065,38300,"Los Angeles"
4012,38300,"Los Angeles"
6059,38300,"Los Angeles"
1109,11102,"Troy"
1041,11102,"Troy"
1039,11102,"Troy"
28143,5202,"Memphis"
28137,5202,"Memphis"
47157,5202,"Memphis"
28093,5202,"Memphis"
47167,5202,"Memphis"
28033,5202,"Memphis"
47047,5202,"Memphis"
21175,4501,"West Liberty"
21237,4501,"West Liberty"
21129,4501,"West Liberty"
21189,4501,"West Liberty"
21025,4501,"West Liberty"
12071,7200,"Cape Coral"
12021,7200,"Cape Coral"
6053,37500,"San Jose"
6069,37500,"San Jose"
6085,37500,"San Jose"
6087,37500,"San Jose"
2110,34109,"Juneau"
2100,34109,"Juneau"
2282,34109,"Juneau"
2230,34109,"Juneau"
2105,34109,"Juneau"
36103,19400,"New York"
36059,19400,"New York"
36119,19400,"New York"
36085,19400,"New York"
36079,19400,"New York"
36081,19400,"New York"
36047,19400,"New York"
36061,19400,"New York"
36005,19400,"New York"
30049,34403,"Helena"
30007,34403,"Helena"
30043,34403,"Helena"
31143,27902,"York"
31059,27902,"York"
31185,27902,"York"
41069,39204,"Condon"
41021,39204,"Condon"
31087,28607,"McCook"
31145,28607,"McCook"
31085,28607,"McCook"
31029,28607,"McCook"
8083,35402,"Cortez"
49037,35402,"Cortez"
8033,35402,"Cortez"
1083,6000,"Huntsville"
1089,6000,"Huntsville"
1079,6000,"Huntsville"
47103,6000,"Huntsville"
1103,6000,"Huntsville"
8081,36401,"Steamboat Springs"
8103,36401,"Steamboat Springs"
8107,36401,"Steamboat Springs"
48323,32306,"Eagle Pass"
48213,33300,"Tyler"
48467,33300,"Tyler"
48499,33300,"Tyler"
48073,33300,"Tyler"
48423,33300,"Tyler"
48001,33300,"Tyler"
6067,37400,"Sacramento"
6009,37400,"Sacramento"
6061,37400,"Sacramento"
32005,37400,"Sacramento"
6003,37400,"Sacramento"
6017,37400,"Sacramento"
6113,37400,"Sacramento"
6077,37400,"Sacramento"
6057,37400,"Sacramento"
6005,37400,"Sacramento"
38003,26803,"Jamestown"
38045,26803,"Jamestown"
38093,26803,"Jamestown"
33009,20302,"Claremont"
50017,20302,"Claremont"
33019,20302,"Claremont"
50027,20302,"Claremont"
50023,20302,"Claremont"
42053,16500,"Erie"
42031,16500,"Erie"
42049,16500,"Erie"
42123,16500,"Erie"
36013,16500,"Erie"
42039,16500,"Erie"
42121,16500,"Erie"
31141,27802,"Columbus"
31011,27802,"Columbus"
31125,27802,"Columbus"
31037,27802,"Columbus"
31023,27802,"Columbus"
27165,21301,"Mankato"
27079,21301,"Mankato"
27015,21301,"Mankato"
27103,21301,"Mankato"
27013,21301,"Mankato"
19101,22300,"Ottumwa"
19125,22300,"Ottumwa"
19123,22300,"Ottumwa"
19177,22300,"Ottumwa"
19107,22300,"Ottumwa"
19051,22300,"Ottumwa"
19179,22300,"Ottumwa"
19135,22300,"Ottumwa"
49005,36200,"Logan"
16041,36200,"Logan"
49003,36200,"Logan"
16071,36200,"Logan"
21161,12702,"Maysville"
21023,12702,"Maysville"
21135,12702,"Maysville"
21069,12702,"Maysville"
13079,8900,"Macon"
13023,8900,"Macon"
13225,8900,"Macon"
13289,8900,"Macon"
13169,8900,"Macon"
13235,8900,"Macon"
13269,8900,"Macon"
13021,8900,"Macon"
13153,8900,"Macon"
13207,8900,"Macon"
46109,26602,"Sisseton"
46037,26602,"Sisseton"
46091,26602,"Sisseton"
39155,16400,"Youngstown"
42073,16400,"Youngstown"
42085,16400,"Youngstown"
39099,16400,"Youngstown"
39029,16400,"Youngstown"
46081,27601,"Rapid City"
46033,27601,"Rapid City"
46103,27601,"Rapid City"
46047,27601,"Rapid City"
46019,27601,"Rapid City"
46093,27601,"Rapid City"
21013,301,"Middlesborough"
47067,301,"Middlesborough"
47025,301,"Middlesborough"
13291,1204,"Andrews"
37039,1204,"Andrews"
13281,1204,"Andrews"
37043,1204,"Andrews"
39085,15200,"Cleveland"
39133,15200,"Cleveland"
39007,15200,"Cleveland"
39055,15200,"Cleveland"
39035,15200,"Cleveland"
39153,15200,"Cleveland"
39103,15200,"Cleveland"
41049,39100,"Kennewick"
53013,39100,"Kennewick"
53005,39100,"Kennewick"
53071,39100,"Kennewick"
41059,39100,"Kennewick"
53021,39100,"Kennewick"
8055,28503,"Trinidad"
8071,28503,"Trinidad"
17163,24701,"St. Louis"
29071,24701,"St. Louis"
29073,24701,"St. Louis"
29183,24701,"St. Louis"
29055,24701,"St. Louis"
29219,24701,"St. Louis"
29189,24701,"St. Louis"
17133,24701,"St. Louis"
29099,24701,"St. Louis"
29113,24701,"St. Louis"
29510,24701,"St. Louis"
29101,29502,"Kansas City"
29037,29502,"Kansas City"
29165,29502,"Kansas City"
20091,29502,"Kansas City"
29177,29502,"Kansas City"
20209,29502,"Kansas City"
20121,29502,"Kansas City"
20107,29502,"Kansas City"
29107,29502,"Kansas City"
29095,29502,"Kansas City"
29047,29502,"Kansas City"
29013,29502,"Kansas City"
30019,26405,"Scobey"
13049,7600,"Jacksonville"
12109,7600,"Jacksonville"
12031,7600,"Jacksonville"
13039,7600,"Jacksonville"
12003,7600,"Jacksonville"
12019,7600,"Jacksonville"
12089,7600,"Jacksonville"
35021,34803,"Tucumcari"
35037,34803,"Tucumcari"
36101,18100,"Elmira"
42117,18100,"Elmira"
36097,18100,"Elmira"
36109,18100,"Elmira"
36015,18100,"Elmira"
41045,35802,"Ontario"
16075,35802,"Ontario"
16087,35802,"Ontario"
13081,8502,"Cordele"
13315,8502,"Cordele"
13093,8502,"Cordele"
31137,28609,"Lexington"
31073,28609,"Lexington"
31047,28609,"Lexington"
31083,28609,"Lexington"
31065,28609,"Lexington"
31063,28609,"Lexington"
56027,34604,"Lusk"
6075,37800,"San Francisco"
6041,37800,"San Francisco"
6055,37800,"San Francisco"
6095,37800,"San Francisco"
6013,37800,"San Francisco"
6001,37800,"San Francisco"
6081,37800,"San Francisco"
17103,24400,"Rockford"
17037,24400,"Rockford"
17177,24400,"Rockford"
17201,24400,"Rockford"
17141,24400,"Rockford"
17007,24400,"Rockford"
17195,24400,"Rockford"
17015,24400,"Rockford"
18083,14802,"Vincennes"
17101,14802,"Vincennes"
40063,33901,"Ada"
40029,33901,"Ada"
40005,33901,"Ada"
40123,33901,"Ada"
37185,1702,"Henderson"
37181,1702,"Henderson"
4011,35002,"Safford"
4009,35002,"Safford"
48289,32802,"Corsicana"
48349,32802,"Corsicana"
48161,32802,"Corsicana"
48293,32802,"Corsicana"
38071,26301,"Devils Lake"
38005,26301,"Devils Lake"
38063,26301,"Devils Lake"
22007,3400,"Houma"
22109,3400,"Houma"
22101,3400,"Houma"
22057,3400,"Houma"
40149,33801,"Elk City"
40039,33801,"Elk City"
40009,33801,"Elk City"
40129,33801,"Elk City"
54097,16703,"Buckhannon"
54041,16703,"Buckhannon"
21209,12901,"Lexington-Fayette"
21097,12901,"Lexington-Fayette"
21017,12901,"Lexington-Fayette"
21201,12901,"Lexington-Fayette"
21067,12901,"Lexington-Fayette"
21197,12901,"Lexington-Fayette"
21113,12901,"Lexington-Fayette"
21005,12901,"Lexington-Fayette"
21049,12901,"Lexington-Fayette"
21239,12901,"Lexington-Fayette"
21073,12901,"Lexington-Fayette"
21187,12901,"Lexington-Fayette"
21181,12901,"Lexington-Fayette"
18017,13900,"Center"
18131,13900,"Center"
18159,13900,"Center"
18067,13900,"Center"
18103,13900,"Center"
5067,4302,"Searcy"
5147,4302,"Searcy"
5145,4302,"Searcy"
48077,32601,"Wichita Falls"
48485,32601,"Wichita Falls"
48009,32601,"Wichita Falls"
29083,29504,"Sedalia"
29015,29504,"Sedalia"
29185,29504,"Sedalia"
29159,29504,"Sedalia"
6083,38200,"Santa Barbara"
